,AZNMc,CAMXc,ERCTc,FRCCc,MROEc,MROWc,NEWEc,NWPPc,NYSTc,RFCEc,RFCMc,RFCWc,RMPAc,SPNOc,SPSOc,SRMVc,SRMWc,SRSOc,SRTVc,SRVCc
23,216.74842,141.31276000000003,72.44214000000001,433.26054999999997,224.63027,169.96146000000002,223.60226999999998,115.56349,58.35059,355.06943,234.43830999999997,355.5215,253.06835,153.91991000000002,132.09644,310.45909,208.29047,392.941,379.24215,437.454
24,221.23275,153.27246000000002,67.06427,483.97574,251.65130999999997,178.62300000000002,216.83211,116.16480999999999,57.94488,340.1532,244.26010999999997,348.74331,251.55096999999998,150.99054,139.22645,316.33828000000005,202.89588,397.37872000000004,385.55205,435.2055
25,223.13282000000004,161.83284,69.25333,496.99404000000004,257.81212,165.77870000000001,215.23725000000002,117.01820000000001,56.13213999999999,335.83352,245.84900999999996,345.09217,233.98435,155.10103,137.40179,310.79187,196.38507,396.97185,383.48451,448.43183000000005
26,223.85227,164.70236,71.54147999999999,505.27421000000004,269.07969,172.48901,213.99173,116.44370000000002,56.08901000000001,336.98964000000007,241.2218,343.88307,243.53388,159.20258,131.07426,311.88516,215.83048999999997,395.28022,384.53078,440.59843
27,223.36560000000003,162.08946,66.0882,472.75559999999996,259.86178,165.57298999999998,215.36109,115.79006000000001,55.98603000000001,339.22986,243.86955,349.09786,229.94265,163.15595,129.53122,308.20214999999996,213.86163000000002,388.26627,381.4023200000001,435.37014999999997
28,222.51039,157.62972000000002,61.541540000000005,413.98134999999996,257.8507,159.49702999999997,217.66803,116.01092,56.15623000000001,339.24294000000003,237.42091,350.33907999999997,229.46492,153.32869,122.70212,306.53965999999997,218.46243,376.57379,356.37241000000006,418.53970000000004
29,219.39501,150.10915,53.901019999999995,323.87466,240.37894,162.90644999999998,217.67101,113.49802,55.45971000000001,344.10384,229.6914,344.29888000000005,206.4129,140.80293,120.11356,296.31993,203.70887000000002,357.06968,329.5589,378.38289000000003
30,215.03502,140.54745,63.01206,293.37243,234.07640999999998,154.09490999999997,223.56509999999997,106.92968000000002,55.353750000000005,333.28651999999994,226.9886,338.97838,215.72393999999997,129.53172,117.83965,287.55541,196.80062999999998,330.45642,304.66384,345.23432
31,198.18967000000004,64.73961,50.18614000000001,220.54792,238.62912,160.17178,210.59059000000002,86.9846,48.55238000000001,313.01296,227.45713999999998,334.94173,198.63934999999998,137.54517,98.59696,220.62210000000002,195.82547,284.17199000000005,225.29632999999998,242.08904
32,144.80661999999998,31.306690000000003,26.18851,77.60601999999999,173.73867000000004,125.99068,177.82025,66.2175,26.589920000000003,228.32693,233.8331,256.47387999999995,184.21336000000002,121.33897,82.44556,156.16311,142.04895,204.03544000000002,179.98806,106.50652
33,126.47833,27.986510000000003,33.69145,77.85602000000002,167.64780999999996,111.79075999999999,165.28307,64.14632,21.965690000000002,198.31459999999998,223.97463000000002,210.81262999999998,160.09694,121.71463,81.14887999999999,149.73946999999998,154.3036,159.58031000000003,179.46149000000003,90.61795000000001
34,127.00166999999999,28.213330000000003,29.4649,75.6259,164.45652,112.21551,170.88908,63.952529999999996,20.75866,192.29757999999998,227.29688,207.56124,164.26430000000002,121.11811,77.23425,147.07657,141.64506,159.32965,175.80554999999998,89.9687
35,127.88213,29.918950000000002,30.67375,79.008,159.90936,106.07945000000001,174.18542,65.28638,19.97522,188.31714,225.46625999999998,203.9803,169.53985,119.88906,79.0974,148.26183,142.70350000000002,156.77271,173.75432,90.89684
36,127.21243000000001,28.899750000000004,28.780299999999997,77.08359,156.35044,108.75426999999999,170.08478,64.79077000000001,20.19012,185.31095,223.97761000000003,202.47170000000003,167.20260999999996,115.77352,78.44997,149.58765,146.91697,156.14639000000003,179.37846,91.29957
37,127.09455,28.67914,27.173769999999998,82.71046,155.97270999999998,105.64692,160.81091,64.20137,20.498810000000002,190.42433,225.37843,204.28121,167.2767,111.24813,77.70875000000001,144.38205000000002,136.95643,156.90573999999998,189.17824,93.45974
38,125.93545,31.291790000000002,26.433459999999997,81.07413,156.35044,104.32797,170.39049,70.72542000000001,22.198470000000004,184.10664999999997,220.21778,203.79362999999998,159.39562,108.10982000000001,76.69575999999999,152.35444,141.42379,156.8766,198.09805999999998,94.55485
39,133.8191,58.549,26.95887,74.29685,178.4725,126.41154,200.88121,82.00764,33.8518,216.45505999999997,234.50876000000002,224.57588,176.14445,108.91619,75.83964,220.06796,179.25164,175.06019,238.37745999999999,123.65419
40,178.63994999999997,122.90401,65.49582000000001,155.45715,220.56928,150.30205,232.81754,108.48257000000001,57.25102,315.39292,217.71124999999998,310.46248,195.26280000000003,117.10025,90.95437000000001,267.07291,212.80799000000002,240.07373,317.55854999999997,276.34762
41,201.10737,118.22887,115.71151,250.56216,246.48627000000005,167.69442,238.03242,107.01892000000001,57.45293,340.35031000000004,223.92296999999996,336.68427,204.26656,124.67586999999999,122.30080000000001,276.96102,183.65657999999996,313.40097000000003,313.007,309.29486999999995
42,199.84943,118.90337,97.77974,249.53104,232.97781999999998,157.47585,237.08756,107.59639999999999,58.95623,342.35957,220.72572000000002,330.82917,212.72809999999998,129.34505000000001,123.58672,273.8564,180.59807,313.19203,305.1241,304.22411999999997
43,202.01763,119.94640999999999,77.79699000000001,256.10766,222.51985,156.91857,232.80545999999998,109.4348,57.20955,336.14089,219.57258000000002,329.11369999999994,215.48065,126.79887,112.35334,275.12353,186.07659999999998,312.02788,308.05579,315.35063
44,205.06902,119.64069999999998,69.43222,278.38982,224.36238999999998,151.49575000000002,230.57939,110.88951000000002,55.65318,339.92969999999997,217.57342,333.80051,231.50315999999998,133.52019,112.57097000000002,282.43259,198.72868,315.09739999999994,317.58263999999997,325.03824
45,205.50063999999998,126.91632,68.8458,273.00806,206.18178,155.48628999999997,229.01276000000001,111.25507000000002,56.44258,338.23186,217.40645,335.18940999999995,231.42195,136.13491,110.91651000000002,293.19561,198.90640999999997,318.82329,336.00935999999996,335.72444
46,212.92186999999996,135.02927,66.17694,343.66594,203.12260999999998,156.18993,227.32063,113.34736000000001,57.98644,349.14745,226.89067000000003,345.00459,235.1735,141.10889,120.19543000000002,308.74039,212.32778,363.24564,357.8080800000001,383.8745
47,216.74842,141.31276000000003,72.44214000000001,433.26054999999997,224.63027,169.96146000000002,223.60226999999998,115.56349,58.35059,355.06943,234.43830999999997,355.5215,253.06835,153.91991000000002,132.09644,310.45909,208.29047,392.941,379.24215,437.454
48,221.23275,153.27246000000002,67.06427,483.97574,251.65130999999997,178.62300000000002,216.83211,116.16480999999999,57.94488,340.1532,244.26010999999997,348.74331,251.55096999999998,150.99054,139.22645,316.33828000000005,202.89588,397.37872000000004,385.55205,435.2055
49,223.13282000000004,161.83284,69.25333,496.99404000000004,257.81212,165.77870000000001,215.23725000000002,117.01820000000001,56.13213999999999,335.83352,245.84900999999996,345.09217,233.98435,155.10103,137.40179,310.79187,196.38507,396.97185,383.48451,448.43183000000005
50,223.85227,164.70236,71.54147999999999,505.27421000000004,269.07969,172.48901,213.99173,116.44370000000002,56.08901000000001,336.98964000000007,241.2218,343.88307,243.53388,159.20258,131.07426,311.88516,215.83048999999997,395.28022,384.53078,440.59843
51,223.36560000000003,162.08946,66.0882,472.75559999999996,259.86178,165.57298999999998,215.36109,115.79006000000001,55.98603000000001,339.22986,243.86955,349.09786,229.94265,163.15595,129.53122,308.20214999999996,213.86163000000002,388.26627,381.4023200000001,435.37014999999997
52,222.51039,157.62972000000002,61.541540000000005,413.98134999999996,257.8507,159.49702999999997,217.66803,116.01092,56.15623000000001,339.24294000000003,237.42091,350.33907999999997,229.46492,153.32869,122.70212,306.53965999999997,218.46243,376.57379,356.37241000000006,418.53970000000004
53,219.39501,150.10915,53.901019999999995,323.87466,240.37894,162.90644999999998,217.67101,113.49802,55.45971000000001,344.10384,229.6914,344.29888000000005,206.4129,140.80293,120.11356,296.31993,203.70887000000002,357.06968,329.5589,378.38289000000003
54,215.03502,140.54745,63.01206,293.37243,234.07640999999998,154.09490999999997,223.56509999999997,106.92968000000002,55.353750000000005,333.28651999999994,226.9886,338.97838,215.72393999999997,129.53172,117.83965,287.55541,196.80062999999998,330.45642,304.66384,345.23432
55,198.18967000000004,64.73961,50.18614000000001,220.54792,238.62912,160.17178,210.59059000000002,86.9846,48.55238000000001,313.01296,227.45713999999998,334.94173,198.63934999999998,137.54517,98.59696,220.62210000000002,195.82547,284.17199000000005,225.29632999999998,242.08904
56,144.80661999999998,31.306690000000003,26.18851,77.60601999999999,173.73867000000004,125.99068,177.82025,66.2175,26.589920000000003,228.32693,233.8331,256.47387999999995,184.21336000000002,121.33897,82.44556,156.16311,142.04895,204.03544000000002,179.98806,106.50652
57,126.47833,27.986510000000003,33.69145,77.85602000000002,167.64780999999996,111.79075999999999,165.28307,64.14632,21.965690000000002,198.31459999999998,223.97463000000002,210.81262999999998,160.09694,121.71463,81.14887999999999,149.73946999999998,154.3036,159.58031000000003,179.46149000000003,90.61795000000001
58,127.00166999999999,28.213330000000003,29.4649,75.6259,164.45652,112.21551,170.88908,63.952529999999996,20.75866,192.29757999999998,227.29688,207.56124,164.26430000000002,121.11811,77.23425,147.07657,141.64506,159.32965,175.80554999999998,89.9687
59,127.88213,29.918950000000002,30.67375,79.008,159.90936,106.07945000000001,174.18542,65.28638,19.97522,188.31714,225.46625999999998,203.9803,169.53985,119.88906,79.0974,148.26183,142.70350000000002,156.77271,173.75432,90.89684
60,127.21243000000001,28.899750000000004,28.780299999999997,77.08359,156.35044,108.75426999999999,170.08478,64.79077000000001,20.19012,185.31095,223.97761000000003,202.47170000000003,167.20260999999996,115.77352,78.44997,149.58765,146.91697,156.14639000000003,179.37846,91.29957
61,127.09455,28.67914,27.173769999999998,82.71046,155.97270999999998,105.64692,160.81091,64.20137,20.498810000000002,190.42433,225.37843,204.28121,167.2767,111.24813,77.70875000000001,144.38205000000002,136.95643,156.90573999999998,189.17824,93.45974
62,125.93545,31.291790000000002,26.433459999999997,81.07413,156.35044,104.32797,170.39049,70.72542000000001,22.198470000000004,184.10664999999997,220.21778,203.79362999999998,159.39562,108.10982000000001,76.69575999999999,152.35444,141.42379,156.8766,198.09805999999998,94.55485
63,133.8191,58.549,26.95887,74.29685,178.4725,126.41154,200.88121,82.00764,33.8518,216.45505999999997,234.50876000000002,224.57588,176.14445,108.91619,75.83964,220.06796,179.25164,175.06019,238.37745999999999,123.65419
64,178.63994999999997,122.90401,65.49582000000001,155.45715,220.56928,150.30205,232.81754,108.48257000000001,57.25102,315.39292,217.71124999999998,310.46248,195.26280000000003,117.10025,90.95437000000001,267.07291,212.80799000000002,240.07373,317.55854999999997,276.34762
65,201.10737,118.22887,115.71151,250.56216,246.48627000000005,167.69442,238.03242,107.01892000000001,57.45293,340.35031000000004,223.92296999999996,336.68427,204.26656,124.67586999999999,122.30080000000001,276.96102,183.65657999999996,313.40097000000003,313.007,309.29486999999995
66,199.84943,118.90337,97.77974,249.53104,232.97781999999998,157.47585,237.08756,107.59639999999999,58.95623,342.35957,220.72572000000002,330.82917,212.72809999999998,129.34505000000001,123.58672,273.8564,180.59807,313.19203,305.1241,304.22411999999997
67,202.01763,119.94640999999999,77.79699000000001,256.10766,222.51985,156.91857,232.80545999999998,109.4348,57.20955,336.14089,219.57258000000002,329.11369999999994,215.48065,126.79887,112.35334,275.12353,186.07659999999998,312.02788,308.05579,315.35063
68,205.06902,119.64069999999998,69.43222,278.38982,224.36238999999998,151.49575000000002,230.57939,110.88951000000002,55.65318,339.92969999999997,217.57342,333.80051,231.50315999999998,133.52019,112.57097000000002,282.43259,198.72868,315.09739999999994,317.58263999999997,325.03824
69,205.50063999999998,126.91632,68.8458,273.00806,206.18178,155.48628999999997,229.01276000000001,111.25507000000002,56.44258,338.23186,217.40645,335.18940999999995,231.42195,136.13491,110.91651000000002,293.19561,198.90640999999997,318.82329,336.00935999999996,335.72444
70,212.92186999999996,135.02927,66.17694,343.66594,203.12260999999998,156.18993,227.32063,113.34736000000001,57.98644,349.14745,226.89067000000003,345.00459,235.1735,141.10889,120.19543000000002,308.74039,212.32778,363.24564,357.8080800000001,383.8745
71,216.74842,141.31276000000003,72.44214000000001,433.26054999999997,224.63027,169.96146000000002,223.60226999999998,115.56349,58.35059,355.06943,234.43830999999997,355.5215,253.06835,153.91991000000002,132.09644,310.45909,208.29047,392.941,379.24215,437.454
72,221.23275,153.27246000000002,67.06427,483.97574,251.65130999999997,178.62300000000002,216.83211,116.16480999999999,57.94488,340.1532,244.26010999999997,348.74331,251.55096999999998,150.99054,139.22645,316.33828000000005,202.89588,397.37872000000004,385.55205,435.2055
73,223.13282000000004,161.83284,69.25333,496.99404000000004,257.81212,165.77870000000001,215.23725000000002,117.01820000000001,56.13213999999999,335.83352,245.84900999999996,345.09217,233.98435,155.10103,137.40179,310.79187,196.38507,396.97185,383.48451,448.43183000000005
74,223.85227,164.70236,71.54147999999999,505.27421000000004,269.07969,172.48901,213.99173,116.44370000000002,56.08901000000001,336.98964000000007,241.2218,343.88307,243.53388,159.20258,131.07426,311.88516,215.83048999999997,395.28022,384.53078,440.59843
75,223.36560000000003,162.08946,66.0882,472.75559999999996,259.86178,165.57298999999998,215.36109,115.79006000000001,55.98603000000001,339.22986,243.86955,349.09786,229.94265,163.15595,129.53122,308.20214999999996,213.86163000000002,388.26627,381.4023200000001,435.37014999999997
76,222.51039,157.62972000000002,61.541540000000005,413.98134999999996,257.8507,159.49702999999997,217.66803,116.01092,56.15623000000001,339.24294000000003,237.42091,350.33907999999997,229.46492,153.32869,122.70212,306.53965999999997,218.46243,376.57379,356.37241000000006,418.53970000000004
77,219.39501,150.10915,53.901019999999995,323.87466,240.37894,162.90644999999998,217.67101,113.49802,55.45971000000001,344.10384,229.6914,344.29888000000005,206.4129,140.80293,120.11356,296.31993,203.70887000000002,357.06968,329.5589,378.38289000000003
78,215.03502,140.54745,63.01206,293.37243,234.07640999999998,154.09490999999997,223.56509999999997,106.92968000000002,55.353750000000005,333.28651999999994,226.9886,338.97838,215.72393999999997,129.53172,117.83965,287.55541,196.80062999999998,330.45642,304.66384,345.23432
79,198.18967000000004,64.73961,50.18614000000001,220.54792,238.62912,160.17178,210.59059000000002,86.9846,48.55238000000001,313.01296,227.45713999999998,334.94173,198.63934999999998,137.54517,98.59696,220.62210000000002,195.82547,284.17199000000005,225.29632999999998,242.08904
80,144.80661999999998,31.306690000000003,26.18851,77.60601999999999,173.73867000000004,125.99068,177.82025,66.2175,26.589920000000003,228.32693,233.8331,256.47387999999995,184.21336000000002,121.33897,82.44556,156.16311,142.04895,204.03544000000002,179.98806,106.50652
81,126.47833,27.986510000000003,33.69145,77.85602000000002,167.64780999999996,111.79075999999999,165.28307,64.14632,21.965690000000002,198.31459999999998,223.97463000000002,210.81262999999998,160.09694,121.71463,81.14887999999999,149.73946999999998,154.3036,159.58031000000003,179.46149000000003,90.61795000000001
82,127.00166999999999,28.213330000000003,29.4649,75.6259,164.45652,112.21551,170.88908,63.952529999999996,20.75866,192.29757999999998,227.29688,207.56124,164.26430000000002,121.11811,77.23425,147.07657,141.64506,159.32965,175.80554999999998,89.9687
83,127.88213,29.918950000000002,30.67375,79.008,159.90936,106.07945000000001,174.18542,65.28638,19.97522,188.31714,225.46625999999998,203.9803,169.53985,119.88906,79.0974,148.26183,142.70350000000002,156.77271,173.75432,90.89684
84,127.21243000000001,28.899750000000004,28.780299999999997,77.08359,156.35044,108.75426999999999,170.08478,64.79077000000001,20.19012,185.31095,223.97761000000003,202.47170000000003,167.20260999999996,115.77352,78.44997,149.58765,146.91697,156.14639000000003,179.37846,91.29957
85,127.09455,28.67914,27.173769999999998,82.71046,155.97270999999998,105.64692,160.81091,64.20137,20.498810000000002,190.42433,225.37843,204.28121,167.2767,111.24813,77.70875000000001,144.38205000000002,136.95643,156.90573999999998,189.17824,93.45974
86,125.93545,31.291790000000002,26.433459999999997,81.07413,156.35044,104.32797,170.39049,70.72542000000001,22.198470000000004,184.10664999999997,220.21778,203.79362999999998,159.39562,108.10982000000001,76.69575999999999,152.35444,141.42379,156.8766,198.09805999999998,94.55485
87,133.8191,58.549,26.95887,74.29685,178.4725,126.41154,200.88121,82.00764,33.8518,216.45505999999997,234.50876000000002,224.57588,176.14445,108.91619,75.83964,220.06796,179.25164,175.06019,238.37745999999999,123.65419
88,178.63994999999997,122.90401,65.49582000000001,155.45715,220.56928,150.30205,232.81754,108.48257000000001,57.25102,315.39292,217.71124999999998,310.46248,195.26280000000003,117.10025,90.95437000000001,267.07291,212.80799000000002,240.07373,317.55854999999997,276.34762
89,201.10737,118.22887,115.71151,250.56216,246.48627000000005,167.69442,238.03242,107.01892000000001,57.45293,340.35031000000004,223.92296999999996,336.68427,204.26656,124.67586999999999,122.30080000000001,276.96102,183.65657999999996,313.40097000000003,313.007,309.29486999999995
90,199.84943,118.90337,97.77974,249.53104,232.97781999999998,157.47585,237.08756,107.59639999999999,58.95623,342.35957,220.72572000000002,330.82917,212.72809999999998,129.34505000000001,123.58672,273.8564,180.59807,313.19203,305.1241,304.22411999999997
91,202.01763,119.94640999999999,77.79699000000001,256.10766,222.51985,156.91857,232.80545999999998,109.4348,57.20955,336.14089,219.57258000000002,329.11369999999994,215.48065,126.79887,112.35334,275.12353,186.07659999999998,312.02788,308.05579,315.35063
92,205.06902,119.64069999999998,69.43222,278.38982,224.36238999999998,151.49575000000002,230.57939,110.88951000000002,55.65318,339.92969999999997,217.57342,333.80051,231.50315999999998,133.52019,112.57097000000002,282.43259,198.72868,315.09739999999994,317.58263999999997,325.03824
93,205.50063999999998,126.91632,68.8458,273.00806,206.18178,155.48628999999997,229.01276000000001,111.25507000000002,56.44258,338.23186,217.40645,335.18940999999995,231.42195,136.13491,110.91651000000002,293.19561,198.90640999999997,318.82329,336.00935999999996,335.72444
94,212.92186999999996,135.02927,66.17694,343.66594,203.12260999999998,156.18993,227.32063,113.34736000000001,57.98644,349.14745,226.89067000000003,345.00459,235.1735,141.10889,120.19543000000002,308.74039,212.32778,363.24564,357.8080800000001,383.8745
95,216.74842,141.31276000000003,72.44214000000001,433.26054999999997,224.63027,169.96146000000002,223.60226999999998,115.56349,58.35059,355.06943,234.43830999999997,355.5215,253.06835,153.91991000000002,132.09644,310.45909,208.29047,392.941,379.24215,437.454
96,221.23275,153.27246000000002,67.06427,483.97574,251.65130999999997,178.62300000000002,216.83211,116.16480999999999,57.94488,340.1532,244.26010999999997,348.74331,251.55096999999998,150.99054,139.22645,316.33828000000005,202.89588,397.37872000000004,385.55205,435.2055
97,223.13282000000004,161.83284,69.25333,496.99404000000004,257.81212,165.77870000000001,215.23725000000002,117.01820000000001,56.13213999999999,335.83352,245.84900999999996,345.09217,233.98435,155.10103,137.40179,310.79187,196.38507,396.97185,383.48451,448.43183000000005
98,223.85227,164.70236,71.54147999999999,505.27421000000004,269.07969,172.48901,213.99173,116.44370000000002,56.08901000000001,336.98964000000007,241.2218,343.88307,243.53388,159.20258,131.07426,311.88516,215.83048999999997,395.28022,384.53078,440.59843
99,223.36560000000003,162.08946,66.0882,472.75559999999996,259.86178,165.57298999999998,215.36109,115.79006000000001,55.98603000000001,339.22986,243.86955,349.09786,229.94265,163.15595,129.53122,308.20214999999996,213.86163000000002,388.26627,381.4023200000001,435.37014999999997
100,222.51039,157.62972000000002,61.541540000000005,413.98134999999996,257.8507,159.49702999999997,217.66803,116.01092,56.15623000000001,339.24294000000003,237.42091,350.33907999999997,229.46492,153.32869,122.70212,306.53965999999997,218.46243,376.57379,356.37241000000006,418.53970000000004
101,219.39501,150.10915,53.901019999999995,323.87466,240.37894,162.90644999999998,217.67101,113.49802,55.45971000000001,344.10384,229.6914,344.29888000000005,206.4129,140.80293,120.11356,296.31993,203.70887000000002,357.06968,329.5589,378.38289000000003
102,215.03502,140.54745,63.01206,293.37243,234.07640999999998,154.09490999999997,223.56509999999997,106.92968000000002,55.353750000000005,333.28651999999994,226.9886,338.97838,215.72393999999997,129.53172,117.83965,287.55541,196.80062999999998,330.45642,304.66384,345.23432
103,198.18967000000004,64.73961,50.18614000000001,220.54792,238.62912,160.17178,210.59059000000002,86.9846,48.55238000000001,313.01296,227.45713999999998,334.94173,198.63934999999998,137.54517,98.59696,220.62210000000002,195.82547,284.17199000000005,225.29632999999998,242.08904
104,144.80661999999998,31.306690000000003,26.18851,77.60601999999999,173.73867000000004,125.99068,177.82025,66.2175,26.589920000000003,228.32693,233.8331,256.47387999999995,184.21336000000002,121.33897,82.44556,156.16311,142.04895,204.03544000000002,179.98806,106.50652
105,126.47833,27.986510000000003,33.69145,77.85602000000002,167.64780999999996,111.79075999999999,165.28307,64.14632,21.965690000000002,198.31459999999998,223.97463000000002,210.81262999999998,160.09694,121.71463,81.14887999999999,149.73946999999998,154.3036,159.58031000000003,179.46149000000003,90.61795000000001
106,127.00166999999999,28.213330000000003,29.4649,75.6259,164.45652,112.21551,170.88908,63.952529999999996,20.75866,192.29757999999998,227.29688,207.56124,164.26430000000002,121.11811,77.23425,147.07657,141.64506,159.32965,175.80554999999998,89.9687
107,127.88213,29.918950000000002,30.67375,79.008,159.90936,106.07945000000001,174.18542,65.28638,19.97522,188.31714,225.46625999999998,203.9803,169.53985,119.88906,79.0974,148.26183,142.70350000000002,156.77271,173.75432,90.89684
108,127.21243000000001,28.899750000000004,28.780299999999997,77.08359,156.35044,108.75426999999999,170.08478,64.79077000000001,20.19012,185.31095,223.97761000000003,202.47170000000003,167.20260999999996,115.77352,78.44997,149.58765,146.91697,156.14639000000003,179.37846,91.29957
109,127.09455,28.67914,27.173769999999998,82.71046,155.97270999999998,105.64692,160.81091,64.20137,20.498810000000002,190.42433,225.37843,204.28121,167.2767,111.24813,77.70875000000001,144.38205000000002,136.95643,156.90573999999998,189.17824,93.45974
